16/3/2018, 7.84240267,  1753.79887651,  13753.99698954, 10608.01546238, 6.04859292, 51.92100403
23/3/2018, 7.84590135,  1757.38710608,  13788.28586346, 10613.96435693, 6.03962799, 52.41169876
30/3/2018, 7.85343903,  1749.57709789,  13740.1970723, 10546.78162351, 6.02818912, 52.14338429
6/4/2018, 7.84933903,  1754.77054141,  13773.78889567, 10573.49331079, 6.02557033, 52.00165955
13/4/2018, 7.84975414,  1753.25323326,  13762.60682895, 10685.06289308, 6.09442075, 51.91137754
20/4/2018, 7.84588498,  1765.64999378,  13853.08677098, 10629.13808158, 6.01995759, 52.10404389
27/4/2018, 7.84836732,  1765.73627917,  13858.14691221, 10508.36317243, 5.95126424, 51.65410126
3/5/2018, 7.84936746,  1775.69215433,  13938.06022131, 10498.16749009, 5.91215514, 51.81810977, 1.33065247
4/5/2018, 7.85014409,  1774.57702867,  13930.68537777, 10501.58117651, 5.91779393, 51.64181598, 1.33383452
11/5/2018, 7.84730256,  1776.93663211,  13944.15937722, 10518.93812865, 5.91970357, 52.43704851, 1.33654208
18/5/2018, 7.85022699,  1799.2346856,  14124.40069583, 10609.28038753, 5.89655172, 52.26780941, 1.34286563
25/5/2018, 7.84808443,  1789.70650136,  14045.7677292, 10611.72047193, 5.92930766, 52.6268909, 1.34222489
1/6/2018, 7.8458703,  1761.2951511,  13818.8933179, 10459.66130288, 5.93861926, 52.4979898, 1.33839098
8/6/2018, 7.84656336,  1776.10809746,  13936.34472511, 10598.56417436, 5.9672968, 52.85417109, 1.33542518
15/6/2018, 7.84869195,  1773.59570397,  13920.4063186, 10366.45938842, 5.84488301, 53.37838419, 1.35092326
22/6/2018, 7.84753248,  1793.88727408,  14077.5886464, 10477.98367213, 5.84093762, 53.27586503, 1.35914505
29/6/2018, 7.84738418,  1820.70588825,  14287.77858579, 10585.46835186, 5.81393646, 53.34816272, 1.36214655
6/7/2018, 7.8486857,  1827.39782139,  14342.67114836, 10658.88609932, 5.83282194, 53.32176318, 1.35810918
13/7/2018, 7.85160145,  1830.22029882,  14370.1603592, 10668.7632984, 5.82922357, 53.49537738, 1.36534445
20/7/2018, 7.84970017,  1844.34153145,  14477.52804197, 10734.08171009, 5.82000759, 53.34789952, 1.36247708
27/7/2018, 7.84619131,  1836.79139167,  14411.81666166, 10674.56879578, 5.81153028, 53.19555803, 1.36208721
3/8/2018, 7.84788044,  1845.62422655,  14484.23826185, 10722.44058483, 5.80965531, 53.0154205, 1.3666779
10/8/2018, 7.84847391,  1846.72865516,  14494.00166499, 10625.08110219, 5.7534609, 53.22613153, 1.37343907
17/8/2018, 7.85217634,  1855.70907709,  14571.35491764, 10661.59207161, 5.74529284, 53.30703893, 1.37197361
24/8/2018, 7.84963074,  1856.06975807,  14569.46223617, 10675.61421192, 5.75173113, 53.32811761, 1.36487899
31/8/2018, 7.84812088,  1874.78168334,  14713.51328081, 10586.67451369, 5.64688391, 53.40765423, 1.37190581
7/9/2018, 7.8487023,  1885.27333133,  14796.94913789, 10518.40634023, 5.5792474, 53.65140659, 1.37931291
14/9/2018, 7.8477593,  1886.01460022,  14800.9886095, 10582.83745251, 5.61121714, 54.08295723, 1.37424801
21/9/2018, 7.80925739,  1895.84524278,  14805.1434644, 10807.38831146, 5.70056462, 54.19027418, 1.36470733
28/9/2018, 7.82909208,  1902.74074878,  14896.73253261, 10771.84323067, 5.66122486, 53.95841405, 1.36757674
5/10/2018, 7.83511861,  1936.08678807,  15169.46962141, 10705.46749088, 5.52943574, 54.18338176, 1.38260722
12/10/2018, 7.83364434,  1938.63915698,  15186.60964969, 10809.35866691, 5.57574556, 53.99461794, 1.37800441
19/10/2018, 7.8446292,  1934.757197,  15177.45280972, 10808.38776705, 5.5864311, 53.67571274, 1.3778286
26/10/2018, 7.84398826,  1937.40902019,  15197.01361825, 10778.64980449, 5.56343534, 53.46477208, 1.38037746
